2
5
3
2
1
9
1
3
1
8
6
9
19
18
26
4
17
24
19
24
30
32
32
19
16
17
28
21
20
19
19
13
16
19
37
19
19
18
17
6
8
16
7
6
5
2
7
12
5
1
6
2
2
8
8
6
6
8
6
3
13
6
4
8
7
12
9
3
11
15
13
10
10
3
16
15
6
8
7
12
21
5
28
16
22
25
9
28
21
52
37
34
35
55
24
33
86
77
74
50
53
29
52
75
68
119
69
86
64
91
147
169
152
143
151
139
190
294
270
288
310
375
245
245
350
649
360
386
365
440
446
504
560
423
582
563
420
277
550
768
540
931
629
612
503
456
490
530
367
828
449
541
678
762
636
721
484
586
752
679
826
802
806
728
619
559
766
666
1059
950
736
643
842
1002
985
1193
1214
847
741
897
1121
1153
1222
1240
1027
833
1117
1327
1325
1420
1485
970
937
777
1378
1302
1556
1338
1187
703
1087
1370
1400
1357
1233
935
730
890
1156
1068
1001
1353
1225
722
1013
1355
1331
1225
1386
1051
733
1015
1542
1372
1196
1166
929
632
847
1503
1191
1210
1262
861
511
862
1231
1017
1296
1105
746
540
863
1141
1106
1050
946
736
488
979
1202
1171
1184
1100
726
643
998
1422
1219
1187
1304
955
618
895
1330
1222
1351
1155
851
539
534
1168
1165
1180
1206
954
576
1009
1258
1127
1132
1149
524
549
927
1167
1125
1084
1019
767
635
911
1138
1048
1072
545
597
558
1037
1315
1207
1270
539
589
717
1155
1447
1369
1207
1035
756
656
1032
1063
1086
945
958
508
363
861
835
765
831
651
431
355
600
721
571
639
568
436
289
440
528
455
446
506
281
210
417
486
418
431
390
265
182
430
434
353
437
549
239
208
423
399
418
427
365
200
180
428
376
403
347
416
216
188
372
412
473
376
480
267
176
431
501
485
470
487
280
255
513
561
609
570
528
304
258
496
582
538
308
308
308
354
684
907
877
914
891
482
469
957
1069
1121
1044
1060
664
536
1130
1531
1776
1656
1830
1277
1203
1927
2434
2781
2609
1991
1839
1855
1304
2555
2559
2392
1997
1997
1998
2236
3173
3039
2815
1961
1961
1963
2294
2900
2812
2587
1770
1770
1770
2370
2587
2436
2180
